"node_id","label","node_type","layer","source_table","source_id","description","instrument","article","sector","implementation_domain","actor_type","government_level","normative_hierarchy","anchoring_level","gap_type","confidence_level","review_status","notes"
"IHR-OBL-038","IHR Art. 41 — Charges for health measures on goods, cargo, containers, and conveyances","ihr2005_obligation","international_normative_layer","ihr_2005_obligations","IHR-OBL-038","Where charges are made for applying health measures to goods, cargo, containers, conveyances, or postal parcels, there s…","IHR 2005","Art. 41","","PoE; CC1 – Legislation","","","","","","","","Related to WTO obligations (GATT, SPS Agreement); uncertainty on whether existing port health charges conform to the sin…"
"IHR-OBL-039","IHR Art. 42 — Implementation of health measures — transparency and non-discrimination","ihr2005_obligation","international_normative_layer","ihr_2005_obligations","IHR-OBL-039","Health measures taken pursuant to these Regulations shall be initiated and completed without delay, and applied in a tra…","IHR 2005","Art. 42","","Rights protection; CC4 – Response; CC1 – Legislation","","","","","","","","This article is a general principle applying across all IHR health measures and operating as a constraint on Art. 43 (ad…"
"IHR-OBL-040","IHR Art. 43(1)-(2) — Additional health measures — scientific basis and proportionality","ihr2005_obligation","international_normative_layer","ihr_2005_obligations","IHR-OBL-040","States Parties may implement health measures achieving the same or greater health protection than WHO recommendations, n…","IHR 2005","Art. 43(1)-(2)","","CC4 – Response; CC1 – Legislation; Rights protection","","","","","","","","Most contested IHR obligation in practice (notably during COVID-19); tension with WTO SPS Agreement obligations; Art. 43…"
"IHR-OBL-041","IHR Art. 43(3) and (5) — Additional health measures — notification to WHO","ihr2005_obligation","international_normative_layer","ihr_2005_obligations","IHR-OBL-041","A State Party implementing additional health measures significantly interfering with international traffic shall provide…","IHR 2005","Art. 43(3) and (5)","","CC2 – NFP; CC1 – Legislation","","","","","","","","'Significant interference' is defined in Art. 43(3) as generally meaning refusal of entry or departure or delay of more …"
"IHR-OBL-042","IHR Art. 43(6) — Additional health measures — periodic review","ihr2005_obligation","international_normative_layer","ihr_2005_obligations","IHR-OBL-042","A State Party implementing additional health measures shall review such measures within 3 months, taking into account WH…","IHR 2005","Art. 43(6)","","CC4 – Response; CC2 – Coordination; CC1 – Legislation","","","","","","","","Review does not automatically terminate the measure but requires substantiated justification for continuation; uncertain…"
"IHR-OBL-043","IHR Art. 44(1) — Collaboration and assistance between States Parties","ihr2005_obligation","international_normative_layer","ihr_2005_obligations","IHR-OBL-043","States Parties shall undertake to collaborate with each other, to the extent possible, in: (a) detection and response to…","IHR 2005","Art. 44(1)","","CC1 – National legislation; CC2 – Coordination","","","","","","","","Art. 44(1)(d) explicitly mentions 'formulation of proposed laws and other legal and administrative provisions' — an expr…"
"IHR-OBL-044","IHR Art. 45 — Treatment of personal data","ihr2005_obligation","international_normative_layer","ihr_2005_obligations","IHR-OBL-044","Health information referring to identified or identifiable persons, collected or received pursuant to the IHR, shall be …","IHR 2005","Art. 45","","Rights protection; CC1 – Legislation; CC3 – Surveillance","","","","","","","","Art. 45(3) grants individuals the right to access their own health data held by WHO — creating a corresponding domestic …"
"IHR-OBL-045","IHR Art. 46 — Transport and handling of biological substances and diagnostic specimens","ihr2005_obligation","international_normative_layer","ihr_2005_obligations","IHR-OBL-045","States Parties shall, subject to national law and relevant international guidelines, facilitate the transport, entry, ex…","IHR 2005","Art. 46","","CC8 – Laboratory; CC4 – Response; CC1 – Legislation","","","","","","","","'Subject to national law' qualifier means existing domestic biosafety and customs law may limit the facilitation obligat…"
"IHR24-CHG-001","IHR 2024 Article 1 — new definition","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-001","WHA77.17 introduces a new definition: 'National IHR Authority means the entity designated or established by the State Pa…","IHR 2024 Amendments","Article 1","","","","","","","","","","National IHR Authority"
"IHR24-CHG-002","IHR 2024 Article 1 — new definition","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-002","WHA77.17 introduces a new definition: 'pandemic emergency means a public health emergency of international concern that …","IHR 2024 Amendments","Article 1","","","","","","","","","","pandemic emergency"
"IHR24-CHG-003","IHR 2024 Article 1 — new definition","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-003","WHA77.17 introduces a new definition: 'relevant health products means those health products needed to respond to public …","IHR 2024 Amendments","Article 1","","","","","","","","","","relevant health products"
"IHR24-CHG-004","IHR 2024 Article 2 — modified principle","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-004","WHA77.17 amends Art. 2 to read: 'to prevent, prepare for, protect against, control and provide a public health response …","IHR 2024 Amendments","Article 2","","","","","","","","","","preparedness added to IHR purpose"
"IHR24-CHG-005","IHR 2024 Article 3 — modified principle","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-005","WHA77.17 amends Art. 3(1) to read: 'The implementation of these Regulations shall be with full respect for the dignity, …","IHR 2024 Amendments","Article 3","","","","","","","","","","equity and solidarity added to implementation principles"
"IHR24-CHG-006","IHR 2024 Article 4 — modified responsible authority requirement","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-006","WHA77.17 amends Art. 4(1) to require each State Party to designate or establish 'one or two entities to serve as Nationa…","IHR 2024 Amendments","Article 4","","","","","","","","","","National IHR Authority designation or establishment"
"IHR24-CHG-007","IHR 2024 Article 4 — modified responsible authority requirement","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-007","WHA77.17 introduces Art. 4(1 bis): 'The National IHR Authority shall coordinate the implementation of these Regulations …","IHR 2024 Amendments","Article 4","","","","","","","","","","National IHR Authority coordination function"
"IHR24-CHG-008","IHR 2024 Article 4 — modified responsible authority requirement","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-008","WHA77.17 introduces Art. 4(2 bis): 'States Parties shall take measures to implement paragraphs 1, 1 bis, and 2 of this A…","IHR 2024 Amendments","Article 4","","","","","","","","","","domestic legislative and administrative adjustments"
"IHR24-CHG-009","IHR 2024 Article 4 — modified responsible authority requirement","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-009","WHA77.17 amends Art. 4(4) to require States Parties to provide WHO with contact details of 'their National IHR Authority…","IHR 2024 Amendments","Article 4","","","","","","","","","","WHO notification of National IHR Authority contact details"
"IHR24-CHG-010","IHR 2024 Article 5 — modified surveillance/core capacity requirement","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-010","WHA77.17 amends Art. 5(1) to require 'core capacities to prevent, detect, assess, notify and report events.' IHR 2005 re…","IHR 2024 Amendments","Article 5","","","","","","","","","","core capacities expanded to include prevention"
"IHR24-CHG-011","IHR 2024 Article 6 — modified notification/information requirement","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-011","WHA77.17 amends Art. 6(1) to require WHO to notify 'the IAEA or, as appropriate, the other competent intergovernmental o…","IHR 2024 Amendments","Article 6","","","","","","","","","","notification to intergovernmental organizations beyond IAEA"
"IHR24-CHG-012","IHR 2024 Article 8 — modified notification/information requirement","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-012","WHA77.17 amends Art. 8 to read: 'a State Party should nevertheless keep WHO advised.' IHR 2005 used 'may.' Additionally,…","IHR 2024 Amendments","Article 8","","","","","","","","","","consultation obligation strengthened from 'may' to 'should'"
"IHR24-CHG-013","IHR 2024 Article 10 — modified notification/information requirement","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-013","WHA77.17 amends Art. 10(3) to provide that 'Upon receiving information of an event' (replacing 'When WHO receives'), WHO…","IHR 2024 Amendments","Article 10","","","","","","","","","","WHO collaboration offer triggered earlier; WHO 'should' share information"
"IHR24-CHG-014","IHR 2024 Article 11 — modified notification/information requirement","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-014","WHA77.17 amends Art. 11(2)(a) to provide that WHO may make information generally available to other States Parties when …","IHR 2024 Amendments","Article 11","","","","","","","","","","WHO information sharing triggered by pandemic emergency"
"IHR24-CHG-015","IHR 2024 Article 12 — modified PHEIC determination procedure","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-015","WHA77.17 significantly amends Art. 12: the title now reads 'Determination of a public health emergency of international …","IHR 2024 Amendments","Article 12","","","","","","","","","","pandemic emergency as a sub-determination of PHEIC"
"IHR24-CHG-016","IHR 2024 Article 12 — modified PHEIC determination procedure","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-016","WHA77.17 amends Arts. 12(2) and 12(3) to refer to 'State(s) Party(ies)' (plural) in whose territory the event 'is occurr…","IHR 2024 Amendments","Article 12","","","","","","","","","","multi-State Party consultation for PHEIC determination"
"IHR24-CHG-017","IHR 2024 Article 13 — modified response obligation","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-017","WHA77.17 amends the title of Art. 13 to 'Public health response, including equitable access to relevant health products.…","IHR 2024 Amendments","Article 13","","","","","","","","","","title expanded to include equitable access to relevant health products"
"IHR24-CHG-018","IHR 2024 Article 13 — modified response obligation","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-018","WHA77.17 amends Art. 13(1) to require 'core capacities to prevent, prepare for, and respond promptly and effectively to …","IHR 2024 Amendments","Article 13","","","","","","","","","","core capacities expanded to include prevention, preparedness, humanitarian settings"
"IHR24-CHG-019","IHR 2024 Article 13 — modified response obligation","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-019","WHA77.17 introduces Art. 13(7): 'WHO shall support States Parties, upon their request or following acceptance of an offe…","IHR 2024 Amendments","Article 13","","","","","","","","","","WHO coordination of international response during PHEIC and pandemic emergency"
"IHR24-CHG-020","IHR 2024 Article 13 — modified response obligation","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-020","WHA77.17 introduces Art. 13(8) with five sub-paragraphs (a)-(e): WHO shall facilitate timely and equitable access to rel…","IHR 2024 Amendments","Article 13","","","","","","","","","","WHO obligation to facilitate equitable access to relevant health products"
"IHR24-CHG-021","IHR 2024 Article 13 — modified collaboration/assistance/financing requirement","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-021","WHA77.17 introduces Art. 13(9): States Parties shall, subject to applicable law and available resources, collaborate wit…","IHR 2024 Amendments","Article 13","","","","","","","","","","State Party collaboration for equitable access and WHO-coordinated response"
"IHR24-CHG-022","IHR 2024 Article 15 — modified recommendation framework","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-022","WHA77.17 amends Arts. 15(1) and 15(3) to include 'pandemic emergency' alongside PHEIC throughout. Art. 15(2) adds 'inclu…","IHR 2024 Amendments","Article 15","","","","","","","","","","temporary recommendations scope includes pandemic emergency and relevant health products"
"IHR24-CHG-023","IHR 2024 Article 16 — modified recommendation framework","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-023","WHA77.17 amends Art. 16(1) to add 'including relevant health products' after goods in standing recommendations. Art. 16(…","IHR 2024 Amendments","Article 16","","","","","","","","","","standing recommendations scope includes relevant health products and access information"
"IHR24-CHG-024","IHR 2024 Article 17 — modified recommendation framework","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-024","WHA77.17 introduces Art. 17(d bis): When issuing, modifying or terminating temporary or standing recommendations, the DG…","IHR 2024 Amendments","Article 17","","","","","","","","","","availability and accessibility of relevant health products as new criterion for recommendations"
"IHR24-CHG-025","IHR 2024 Article 18 — modified recommendation framework","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-025","WHA77.17 introduces Art. 18(3): Recommendations shall, as appropriate, take into account: (a) the need to facilitate int…","IHR 2024 Amendments","Article 18","","","","","","","","","","WHO recommendations must consider health/care workers, humanitarian situations, and supply chains"
"IHR24-CHG-026","IHR 2024 Article 19 — modified points of entry requirement","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-026","WHA77.17 amends Art. 19(a) to read 'core capacities set forth in Annex 1' (adding 'core'). IHR 2005 read 'capacities set…","IHR 2024 Amendments","Article 19","","","","","","","","","","core capacities language aligned with Annex 1 in general PoE obligations"
"IHR24-CHG-027","IHR 2024 Article 20 — modified points of entry requirement","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-027","WHA77.17 amends Art. 20(1) to add 'core' before 'capacities.' Art. 20(5) (new) requires WHO to 'develop and publish the …","IHR 2024 Amendments","Article 20","","","","","","","","","","core capacities language and WHO certification guidelines for airports and ports"
"IHR24-CHG-028","IHR 2024 Article 21 — modified points of entry requirement","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-028","WHA77.17 amends Art. 21(1) and Art. 21(2)(b) to add 'core' before 'capacities.' IHR 2005 read 'capacities provided in An…","IHR 2024 Amendments","Article 21","","","","","","","","","","core capacities language in ground crossings designation"
"IHR24-CHG-029","IHR 2024 Article 24 — modified points of entry requirement","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-029","WHA77.17 amends Art. 24(1)(a) and (b) to add 'including for application on board as well as during embarkation and disem…","IHR 2024 Amendments","Article 24","","","","","","","","","","conveyance operators health measures extended to embarkation and disembarkation"
"IHR24-CHG-030","IHR 2024 Article 27 — modified response obligation","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-030","WHA77.17 amends Art. 27(1) to read 'including isolation and quarantine of the conveyances' (adding 'and quarantine'). IH…","IHR 2024 Amendments","Article 27","","","","","","","","","","quarantine added explicitly to affected conveyances measures"
"IHR24-CHG-031","IHR 2024 Article 28 — modified points of entry requirement","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-031","WHA77.17 amends Art. 28(3) to read 'subject to the previous paragraph 2 of this Article' (replacing 'subject to the prev…","IHR 2024 Amendments","Article 28","","","","","","","","","","free pratique paragraph reference corrected"
"IHR24-CHG-032","IHR 2024 Article 35 — modified documentation requirement","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-032","WHA77.17 adds Arts. 35(2)-(4): Par. 2: 'Health documents under these Regulations may be issued in non-digital format or …","IHR 2024 Amendments","Article 35","","","","","","","","","","health documents may be in digital or non-digital format"
"IHR24-CHG-033","IHR 2024 Article 37 — modified documentation requirement","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-033","WHA77.17 renames Art. 37 and the document it governs from 'Maritime Declaration of Health' to 'Maritime Ship Declaration…","IHR 2024 Amendments","Article 37","","","","","","","","","","Maritime Declaration of Health renamed to Maritime Ship Declaration of Health"
"IHR24-CHG-034","IHR 2024 Article 43 — modified health measures/traveller safeguards","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-034","WHA77.17 amends Art. 43(7) to allow States Parties to request consultation 'either directly, or through the Director-Gen…","IHR 2024 Amendments","Article 43","","","","","","","","","","consultation mechanism for additional health measures expanded; confidentiality obligation added"
"IHR24-CHG-035","IHR 2024 Article 44 — modified collaboration/assistance/financing requirement","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-035","WHA77.17 amends the title of Art. 44 to 'Collaboration, assistance and financing.' Art. 44(1)(a) adds 'preparedness for'…","IHR 2024 Amendments","Article 44","","","","","","","","","","title expanded to include financing; preparedness added to collaboration scope"
"IHR24-CHG-036","IHR 2024 Article 44 — modified collaboration/assistance/financing requirement","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-036","WHA77.17 introduces Art. 44(2)(d): WHO collaboration with States Parties shall include 'the facilitation of access to re…","IHR 2024 Amendments","Article 44","","","","","","","","","","WHO collaboration obligations expanded to include relevant health products access"
"IHR24-CHG-037","IHR 2024 Article 44 — new financing mechanism","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-037","WHA77.17 introduces Art. 44(2 bis): 'States Parties, subject to applicable law and available resources, shall maintain o…","IHR 2024 Amendments","Article 44","","","","","","","","","","domestic funding obligation and sustainable financing for IHR implementation"
"IHR24-CHG-038","IHR 2024 Article 44 — new financing mechanism","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-038","WHA77.17 introduces Art. 44(2 ter): States Parties shall collaborate to (a) encourage governance of existing financing e…","IHR 2024 Amendments","Article 44","","","","","","","","","","inter-State coordination on financing entities and Coordinating Financial Mechanism"
"IHR24-CHG-039","IHR 2024 Article 44 bis — new financing mechanism","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-039","WHA77.17 introduces Art. 44 bis in its entirety, establishing a Coordinating Financial Mechanism (CFM) to: (a) promote t…","IHR 2024 Amendments","Article 44 bis","","","","","","","","","","Coordinating Financial Mechanism established"
"IHR24-CHG-040","IHR 2024 Article 45 — modified personal data requirement","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-040","WHA77.17 amends Art. 45(2) to read 'States Parties may process and disclose' (replacing 'disclose and process'). This re…","IHR 2024 Amendments","Article 45","","","","","","","","","","processing order clarified"
"IHR24-CHG-041","IHR 2024 Article 48 — modified emergency committee procedure","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-041","WHA77.17 amends Art. 48(1)(a) and (b) to include 'pandemic emergency' in the Emergency Committee's mandate: providing vi…","IHR 2024 Amendments","Article 48","","","","","","","","","","Emergency Committee scope includes pandemic emergency"
"IHR24-CHG-042","IHR 2024 Article 48 — modified emergency committee procedure","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-042","WHA77.17 introduces Art. 48(1 bis): 'The Emergency Committee shall be considered an Expert Committee expert committee an…","IHR 2024 Amendments","Article 48","","","","","","","","","","Emergency Committee subject to WHO Advisory Panel Regulations"
"IHR24-CHG-043","IHR 2024 Article 48 — modified emergency committee procedure","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-043","WHA77.17 amends Art. 48(2) from 'At least one member of the Emergency Committee should be an expert nominated by a State…","IHR 2024 Amendments","Article 48","","","","","","","","","","Emergency Committee membership: expert from affected State Party strengthened"
"IHR24-CHG-044","IHR 2024 Article 49 — modified emergency committee procedure","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-044","WHA77.17 amends Art. 49(6) to require DG to communicate the determination and termination of 'a public health emergency …","IHR 2024 Amendments","Article 49","","","","","","","","","","DG communications include pandemic emergency; State Party termination proposals"
"IHR24-CHG-045","IHR 2024 Article 54 — modified reporting/review requirement","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-045","WHA77.17 amends Art. 54(2) to require the Health Assembly to periodically review 'the functioning of these Regulations, …","IHR 2024 Amendments","Article 54","","","","","","","","","","IHR functioning review must include financing; WHO must review Annex 2 within one year"
"IHR24-CHG-046","IHR 2024 Article 54 bis — new implementation committee","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-046","WHA77.17 introduces Art. 54 bis in its entirety, establishing the States Parties Committee for Implementation (SPCI) to …","IHR 2024 Amendments","Article 54 bis","","","","","","","","","","States Parties Committee for Implementation established"
"IHR24-CHG-047","IHR 2024 Annex 1 — modified surveillance/core capacity requirement","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-047","WHA77.17 amends the title of Annex 1 Part A to 'Core Capacities Requirements for Prevention, Surveillance, Preparedness …","IHR 2024 Amendments","Annex 1","","","","","","","","","","Annex 1 title and section heading expanded to include prevention and preparedness"
"IHR24-CHG-048","IHR 2024 Annex 1 — modified surveillance/core capacity requirement","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-048","WHA77.17 amends Annex 1 Par. 2 to add reference to Art. 19(a) in addition to Art. 5(1) and Art. 13(1). A new Par. 4 is i…","IHR 2024 Amendments","Annex 1","","","","","","","","","","Annex 1 Par. 2 cross-references updated; new State Party collaboration obligation within Annex"
"IHR24-CHG-049","IHR 2024 Annex 1 — modified surveillance/core capacity requirement","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-049","WHA77.17 amends Annex 1 Par. 4 (renumbered as '4 1') to add two new local-level core capacities: (d) to prepare for and …","IHR 2024 Amendments","Annex 1","","","","","","","","","","local level core capacities expanded: health services access and community engagement"
"IHR24-CHG-050","IHR 2024 Annex 1 — modified surveillance/core capacity requirement","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-050","WHA77.17 amends Annex 1 Par. 5 (renumbered '5 2') to add a new sub-capacity (c) at the intermediate level: 'to coordinat…","IHR 2024 Amendments","Annex 1","","","","","","","","","","intermediate level capacities expanded: coordination, risk communication, misinformation/disinformation"
"IHR24-CHG-051","IHR 2024 Annex 1 — modified surveillance/core capacity requirement","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-051","WHA77.17 substantially amends Annex 1 Par. 6 (renumbered '6 3') national level public health prevention, preparedness an…","IHR 2024 Amendments","Annex 1","","","","","","","","","","national level capacities expanded: surveillance, clinical guidance, health product access, risk communication"
"IHR24-CHG-052","IHR 2024 Annex 1 — modified points of entry requirement","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-052","WHA77.17 amends Annex 1 Part B Par. 2(b) to read: 'to provide assessment of and care for affected travellers or animals …","IHR 2024 Amendments","Annex 1","","","","","","","","","","PoE PHEIC response capacity: laboratories added to affected traveller care arrangements"
"IHR24-CHG-053","IHR 2024 Annex 2 — annex amendment","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-053","WHA77.17 amends the middle box of the Annex 2 decision instrument to add 'in particular clusters of cases of severe acut…","IHR 2024 Amendments","Annex 2","","","","","","","","","","decision instrument middle box expanded: clusters of severe acute respiratory disease"
"IHR24-CHG-054","IHR 2024 Annex 3 — annex amendment","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-054","The model in Annex 3 (Ship Sanitation Control Exemption Certificate/Ship Sanitation Control Certificate) contains a foot…","IHR 2024 Amendments","Annex 3","","","","","","","","","","Ship Sanitation Certificate model: reference to renamed declaration"
"IHR24-CHG-055","IHR 2024 Annex 4 — annex amendment","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-055","WHA77.17 amends Annex 4 Section A Par. 1(c) to add 'including on board as well as during embarkation and disembarkation'…","IHR 2024 Amendments","Annex 4","","","","","","","","","","technical requirements for conveyances: health measures during embarkation/disembarkation; certificate renamed"
"IHR24-CHG-056","IHR 2024 Annex 6 — annex amendment","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-056","WHA77.17 amends Annex 6 to: (a) Par. 4: Require that non-digital certificates be signed in hand by the clinician ('in no…","IHR 2024 Amendments","Annex 6","","","","","","","","","","vaccination certificates: digital format authorized; signature requirements for non-digital only; guardian provisions up…"
"IHR24-CHG-057","IHR 2024 Annex 8 — annex amendment","ihr2024_change","update_review_layer","ihr_2024_changes","IHR24-CHG-057","WHA77.17 renames Annex 8 from 'Maritime Declaration of Health' to 'Maritime Ship Declaration of Health.' The model form …","IHR 2024 Amendments","Annex 8","","","","","","","","","","Maritime Declaration of Health renamed to Maritime Ship Declaration of Health"
"PA_ART01_001","PA Article 1 — national governance","pandemic_agreement_obligation","international_normative_layer","pandemic_agreement_obligations","PA_ART01_001","Defines 'pandemic emergency' as a PHEIC caused by a communicable disease with wide geographical spread, health system ov…","WHO Pandemic Agreement","Article 1","","legal and regulatory framework","","","","","","","","Adopted text; definition is operative and may require domestic alignment with IHR 2005 pandemic emergency determination …"
"PA_ART01_002","PA Article 1 — equitable access","pandemic_agreement_obligation","international_normative_layer","pandemic_agreement_obligations","PA_ART01_002","Defines 'pandemic-related health products' as those relevant health products needed for prevention, preparedness and res…","WHO Pandemic Agreement","Article 1","","legal and regulatory framework","","","","","","","","Adopted text; definition is operationally dependent on 'relevant health products' as defined in IHR (2005) Art. 1 (2024 …"
"PA_ART01_003","PA Article 1 — health systems","pandemic_agreement_obligation","international_normative_layer","pandemic_agreement_obligations","PA_ART01_003","Defines 'universal health coverage' as access to the full range of quality health services without financial hardship, c…","WHO Pandemic Agreement","Article 1","","legal and regulatory framework","","","","","","","","Adopted text; definitional only; no standalone domestic obligation"
"PA_ART02_001","PA Article 2 — prevention","pandemic_agreement_obligation","international_normative_layer","pandemic_agreement_obligations","PA_ART02_001","The objective of the Agreement — guided by equity — is to prevent, prepare for and respond to pandemics; provisions appl…","WHO Pandemic Agreement","Article 2","","national coordination","","","","","","","","Adopted text; objective clause; does not stand alone as a domestic obligation but defines the interpretive frame for all…"
"PA_ART03_001","PA Article 3 — national governance","pandemic_agreement_obligation","international_normative_layer","pandemic_agreement_obligations","PA_ART03_001","Parties shall be guided by: sovereign right to legislate; full respect for dignity, human rights and fundamental freedom…","WHO Pandemic Agreement","Article 3","","legal and regulatory framework","","","","","","","","Adopted text; principles clause; has interpretive legal force; equity and human rights principles may require domestic l…"
"PA_ART04_001","PA Article 4 — prevention","pandemic_agreement_obligation","international_normative_layer","pandemic_agreement_obligations","PA_ART04_001","Parties shall take steps through international collaboration to progressively strengthen pandemic prevention and surveil…","WHO Pandemic Agreement","Article 4","","public health surveillance","","","","","","","","Adopted text; requires ratification/implementation review; IHR consistency clause creates cross-instrument obligations"
"PA_ART04_002","PA Article 4 — prevention","pandemic_agreement_obligation","international_normative_layer","pandemic_agreement_obligations","PA_ART04_002","Each Party shall develop or strengthen comprehensive multisectoral national pandemic prevention and surveillance plans c…","WHO Pandemic Agreement","Article 4","","public health surveillance","","","","","","","","Adopted text; requires ratification/implementation review; multisectoral plan must address at minimum items (a)–(j); sub…"
"PA_ART04_003","PA Article 4 — prevention","pandemic_agreement_obligation","international_normative_layer","pandemic_agreement_obligations","PA_ART04_003","Each Party shall take measures to prevent emerging and re-emerging infectious diseases, promoting collaboration across s…","WHO Pandemic Agreement","Article 4","","One Health governance","","","","","","","","Adopted text; cross-sectoral mandate requires institutional coordination mechanisms; possible overlap with One Health ob…"
"PA_ART04_004","PA Article 4 — One Health","pandemic_agreement_obligation","international_normative_layer","pandemic_agreement_obligations","PA_ART04_004","Each Party shall take measures to prevent infectious disease transmission between animals and humans, including measures…","WHO Pandemic Agreement","Article 4","","One Health governance","","","","","","","","Adopted text; requires coordination with animal health sector; domestic legislation may need amendment if One Health coo…"
"PA_ART04_005","PA Article 4 — surveillance","pandemic_agreement_obligation","international_normative_layer","pandemic_agreement_obligations","PA_ART04_005","Each Party shall establish coordinated multisectoral surveillance to detect and assess pathogens with pandemic potential…","WHO Pandemic Agreement","Article 4","","public health surveillance","","","","","","","","Adopted text; requires ratification/implementation review; intersectoral information sharing may require legal framework…"
"PA_ART04_006","PA Article 4 — surveillance","pandemic_agreement_obligation","international_normative_layer","pandemic_agreement_obligations","PA_ART04_006","Each Party shall strengthen community-level mechanisms to detect and report unusual public health events to relevant aut…","WHO Pandemic Agreement","Article 4","","emergency preparedness and response","","","","","","","","Adopted text; requires community-level surveillance architecture; subnational coordination often requires domestic legal…"
"PA_ART04_007","PA Article 4 — health systems","pandemic_agreement_obligation","international_normative_layer","pandemic_agreement_obligations","PA_ART04_007","Each Party shall strengthen efforts to ensure access to safe water, sanitation and hygiene for all, including in hard-to…","WHO Pandemic Agreement","Article 4","","health system strengthening","","","","","","","","Adopted text; WASH obligation is a long-standing SDG commitment; domestic anchoring depends on existing infrastructure l…"
"PA_ART04_008","PA Article 4 — prevention","pandemic_agreement_obligation","international_normative_layer","pandemic_agreement_obligations","PA_ART04_008","Each Party shall strengthen effective routine immunization programmes, including maintaining high coverage, timely suppl…","WHO Pandemic Agreement","Article 4","","health system strengthening","","","","","","","","Adopted text; requires ratification/implementation review; immunization programme obligations may require regulatory fra…"
"PA_ART04_009","PA Article 4 — preparedness","pandemic_agreement_obligation","international_normative_layer","pandemic_agreement_obligations","PA_ART04_009","Each Party shall implement infection prevention and control measures, including safe management of medical waste in heal…","WHO Pandemic Agreement","Article 4","","health system strengthening","","","","","","","","Adopted text; IPC measures often require health facility regulation and medical waste management legislation"
